MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.3m.com/products/1700-1PK-BB40,https://www.3m.com/products/1700-1PK-BB40,https://www.3m.com/documents/3m_1700-1PK-BB40_Specification_Sheet.pdf,https://www.3m.com/manuals/3m_1700-1PK-BB40_Installation_Manual.pdf,,,,,,,,1700-1PK-BB40,3/4x60' Vinyl Elect Tape,,,3M,3 M Co (5293),3M Company,3M™,3M,1700-1PK-BB40,,Electrical & Lighting > Wire & Cable > Electrical Conductors & Tape,"3M Company, 3M™, Electrical Wire / Tape, 1700-1PK-BB40, 3/4x60 ft",ELECTRICAL WIRE / TAPE 3/4X60 FT,3M™ 1700-1PK-BB40 Electrical Wire / Tape 3/4x60 ft,"3M™ Electrical Wire / Tape, 3/4x60 ft, Part Number: 1700-1PK-BB40",3M™ 1700-1PK-BB40 Electrical Wire / Tape 3/4x60 ft,"High performance 3M™ Electrical Wire / Tape engineered for industrial, commercial, and professional applications.",Engineered by 3M™ for high durability and performance.,Compatible with standard Electrical Wire / Tape operations.,Manufacturer Part Number: 1700-1PK-BB40,,,,,,,,,,,,,,,,,,,,,,,Electrical Wire / Tape,Dimensions,3/4x60 ft,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3M_1700-1PK-BB40.jpg,,,,,,,,,3M_1700-1PK-BB40_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
,,,,,,,,,,,ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,,,,Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd,Emseal®,Emseal,ASH-40-40-04,,"Industrial Supplies & Equipment > Maintenance, Repair & Operations","Emseal Joint Systems Ltd, Emseal®, Industrial Equipment, ASH-40-40-04,",INDUSTRIAL EQUIPMENT 1.5X1.5X13 FT,Emseal® ASH-40-40-04 Industrial Equipment 1.5x1.5x13 ft,"Emseal® Industrial Equipment, 1.5x1.5x13 ft, Part Number: ASH-40-40-04",Emseal® ASH-40-40-04 Industrial Equipment 1.5x1.5x13 ft,"High performance Emseal® Industrial Equipment engineered for industrial, commercial, and professional applications.",Engineered by Emseal® for high durability and performance.,Compatible with standard Industrial Equipment operations.,Manufacturer Part Number: ASH-40-40-04,,,,,,,,,,,,,,,,,,,,,,,Industrial Equipment,Dimensions,1.5x1.5x13 ft,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Emseal_ASH-40-40-04.jpg,,,,,,,,,Emseal_ASH-40-40-04_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.whirlpool.com/products/KDFM404KPS,https://www.whirlpool.com/products/KDFM404KPS,https://www.whirlpool.com/documents/Kitchenaid_KDFM404KPS_Specification_Sheet.pdf,https://www.whirlpool.com/manuals/Kitchenaid_KDFM404KPS_Installation_Manual.pdf,,,,,,,,KDFM404KPS,KDFM404KPS Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid,KDFM404KPS,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,Whirlpool Corporation KitchenAid® Dishwasher Model KDFM404KPS,DISHWASHER STAINLESS STEEL,KitchenAid® KDFM404KPS Dishwasher Stainless Steel,"KitchenAid® Dishwasher, Stainless Steel, Part Number: KDFM404KPS",KitchenAid® KDFM404KPS Dishwasher Stainless Steel,"High performance KitchenAid® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by KitchenAid® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: KDFM404KPS,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,KitchenAid_KDFM404KPS.jpg,,,,,,,,,KitchenAid_KDFM404KPS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.frigidaire.com/products/PDSH4816AF,https://www.frigidaire.com/products/PDSH4816AF,https://www.frigidaire.com/documents/Frigidaire_PDSH4816AF_Specification_Sheet.pdf,https://www.frigidaire.com/manuals/Frigidaire_PDSH4816AF_Installation_Manual.pdf,,,,,,,,PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Electrolux Home Products,FRIGIDAIRE®,FRIGIDAIRE,PDSH4816AF,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,"Electrolux Home Products, FRIGIDAIRE®, Dishwasher, PDSH4816AF",DISHWASHER STAINLESS STEEL,FRIGIDAIRE® PDSH4816AF Dishwasher Stainless Steel,"FRIGIDAIRE® Dishwasher, Stainless Steel, Part Number: PDSH4816AF",FRIGIDAIRE® PDSH4816AF Dishwasher Stainless Steel,"High performance FRIGIDAIRE® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by FRIGIDAIRE® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: PDSH4816AF,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,FRIGIDAIRE_PDSH4816AF.jpg,,,,,,,,,FRIGIDAIRE_PDSH4816AF_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.geappliances.com/products/PDT715SYVFS,https://www.geappliances.com/products/PDT715SYVFS,https://www.geappliances.com/documents/Ge_PDT715SYVFS_Specification_Sheet.pdf,https://www.geappliances.com/manuals/Ge_PDT715SYVFS_Installation_Manual.pdf,,,,,,,,PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,GE,PDT715SYVFS,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,"GE Appliances, a Haier company, GE®, Dishwasher, PDT715SYVFS",DISHWASHER STAINLESS STEEL,GE® PDT715SYVFS Dishwasher Stainless Steel,"GE® Dishwasher, Stainless Steel, Part Number: PDT715SYVFS",GE® PDT715SYVFS Dishwasher Stainless Steel,"High performance GE® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by GE® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: PDT715SYVFS,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,GE_PDT715SYVFS.jpg,,,,,,,,,GE_PDT715SYVFS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.lg.com/products/LDPH5554D,https://www.lg.com/products/LDPH5554D,https://www.lg.com/documents/Lg_LDPH5554D_Specification_Sheet.pdf,https://www.lg.com/manuals/Lg_LDPH5554D_Installation_Manual.pdf,,,,,,,,LDPH5554D,LDPH5554D LG Dishwasher BSS,,,,Appliance Dealers Cooperative (APPDE),LG Electronics USA,LG®,LG,LDPH5554D,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,LG Electronics USA LG® Dishwasher Model LDPH5554D,DISHWASHER,LG® LDPH5554D Dishwasher,"LG® Dishwasher, Part Number: LDPH5554D",LG® LDPH5554D Dishwasher,"High performance LG® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by LG® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: LDPH5554D,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,LG_LDPH5554D.jpg,,,,,,,,,LG_LDPH5554D_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.whirlpool.com/products/WDTS7024RZ,https://www.whirlpool.com/products/WDTS7024RZ,https://www.whirlpool.com/documents/Whirlpool_WDTS7024RZ_Specification_Sheet.pdf,https://www.whirlpool.com/manuals/Whirlpool_WDTS7024RZ_Installation_Manual.pdf,,,,,,,,WDTS7024RZ,WDTS7024RZ Dishwasher SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,WDTS7024RZ,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,Whirlpool Corporation Whirlpool® Dishwasher Model WDTS7024RZ,DISHWASHER STAINLESS STEEL,Whirlpool® WDTS7024RZ Dishwasher Stainless Steel,"Whirlpool® Dishwasher, Stainless Steel, Part Number: WDTS7024RZ",Whirlpool® WDTS7024RZ Dishwasher Stainless Steel,"High performance Whirlpool® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by Whirlpool® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: WDTS7024RZ,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Whirlpool_WDTS7024RZ.jpg,,,,,,,,,Whirlpool_WDTS7024RZ_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.geappliances.com/products/PDD415PYYFS,https://www.geappliances.com/products/PDD415PYYFS,https://www.geappliances.com/documents/Ge_PDD415PYYFS_Specification_Sheet.pdf,https://www.geappliances.com/manuals/Ge_PDD415PYYFS_Installation_Manual.pdf,,,,,,,,PDD415PYYFS,PDD415PYYFS GE Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),"GE Appliances, a Haier company",GE®,GE,PDD415PYYFS,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,"GE Appliances, a Haier company, GE®, Dishwasher, PDD415PYYFS",DISHWASHER STAINLESS STEEL,GE® PDD415PYYFS Dishwasher Stainless Steel,"GE® Dishwasher, Stainless Steel, Part Number: PDD415PYYFS",GE® PDD415PYYFS Dishwasher Stainless Steel,"High performance GE® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by GE® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: PDD415PYYFS,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,GE_PDD415PYYFS.jpg,,,,,,,,,GE_PDD415PYYFS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.whirlpool.com/products/KDTS424SBE,https://www.whirlpool.com/products/KDTS424SBE,https://www.whirlpool.com/documents/Kitchenaid_KDTS424SBE_Specification_Sheet.pdf,https://www.whirlpool.com/manuals/Kitchenaid_KDTS424SBE_Installation_Manual.pdf,,,,,,,,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid,KDTS424SBE,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,Whirlpool Corporation KitchenAid® Dishwasher Model KDTS424SBE,DISHWASHER BLACK,KitchenAid® KDTS424SBE Dishwasher,"KitchenAid® Dishwasher, Black, Part Number: KDTS424SBE",KitchenAid® KDTS424SBE Dishwasher,"High performance KitchenAid® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by KitchenAid® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: KDTS424SBE,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Color,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,KitchenAid_KDTS424SBE.jpg,,,,,,,,,KitchenAid_KDTS424SBE_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.whirlpool.com/products/KDTS324SPS,https://www.whirlpool.com/products/KDTS324SPS,https://www.whirlpool.com/documents/Kitchenaid_KDTS324SPS_Specification_Sheet.pdf,https://www.whirlpool.com/manuals/Kitchenaid_KDTS324SPS_Installation_Manual.pdf,,,,,,,,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid,KDTS324SPS,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,Whirlpool Corporation KitchenAid® Dishwasher Model KDTS324SPS,DISHWASHER STAINLESS STEEL,KitchenAid® KDTS324SPS Dishwasher Stainless Steel,"KitchenAid® Dishwasher, Stainless Steel, Part Number: KDTS324SPS",KitchenAid® KDTS324SPS Dishwasher Stainless Steel,"High performance KitchenAid® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by KitchenAid® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: KDTS324SPS,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,KitchenAid_KDTS324SPS.jpg,,,,,,,,,KitchenAid_KDTS324SPS_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.whirlpool.com/products/KDPS624SJP,https://www.whirlpool.com/products/KDPS624SJP,https://www.whirlpool.com/documents/Kitchenaid_KDPS624SJP_Specification_Sheet.pdf,https://www.whirlpool.com/manuals/Kitchenaid_KDPS624SJP_Installation_Manual.pdf,,,,,,,,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid,KDPS624SJP,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,Whirlpool Corporation KitchenAid® Dishwasher Model KDPS624SJP,DISHWASHER,KitchenAid® KDPS624SJP Dishwasher,"KitchenAid® Dishwasher, Part Number: KDPS624SJP",KitchenAid® KDPS624SJP Dishwasher,"High performance KitchenAid® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by KitchenAid® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: KDPS624SJP,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,KitchenAid_KDPS624SJP.jpg,,,,,,,,,KitchenAid_KDPS624SJP_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.whirlpool.com/products/KDTS624SBE,https://www.whirlpool.com/products/KDTS624SBE,https://www.whirlpool.com/documents/Kitchenaid_KDTS624SBE_Specification_Sheet.pdf,https://www.whirlpool.com/manuals/Kitchenaid_KDTS624SBE_Installation_Manual.pdf,,,,,,,,KDTS624SBE,KDTS624SBE Dishwasher BO Display Only,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid,KDTS624SBE,,Appliances & Consumer Electronics > Kitchen Appliances > Built-In Dishwashers,Whirlpool Corporation KitchenAid® Dishwasher Model KDTS624SBE,DISHWASHER,KitchenAid® KDTS624SBE Dishwasher,"KitchenAid® Dishwasher, Part Number: KDTS624SBE",KitchenAid® KDTS624SBE Dishwasher,"High performance KitchenAid® Dishwasher engineered for industrial, commercial, and professional applications.",Engineered by KitchenAid® for high durability and performance.,Compatible with standard Dishwasher operations.,Manufacturer Part Number: KDTS624SBE,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,KitchenAid_KDTS624SBE.jpg,,,,,,,,,KitchenAid_KDTS624SBE_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
https://www.speedqueen.com/products/D519127,https://www.speedqueen.com/products/D519127,https://www.speedqueen.com/documents/Speedqueen_D519127_Specification_Sheet.pdf,https://www.speedqueen.com/manuals/Speedqueen_D519127_Installation_Manual.pdf,,,,,,,,D519127,D519127 Heater Kit,,,,V & V Appliance Parts Inc (VVAPP),Alliance Laundry Systems LLC,Speed Queen®,Speed Queen,D519127,,Appliances & Consumer Electronics > Small Appliances > Countertop Appliances,"Alliance Laundry Systems LLC, Speed Queen®, Countertop Appliance, D519127",COUNTERTOP APPLIANCE,Speed Queen® D519127 Countertop Appliance,"Speed Queen® Countertop Appliance, Part Number: D519127",Speed Queen® D519127 Countertop Appliance,"High performance Speed Queen® Countertop Appliance engineered for industrial, commercial, and professional applications.",Engineered by Speed Queen® for high durability and performance.,Compatible with standard Countertop Appliance operations.,Manufacturer Part Number: D519127,,,,,,,,,,,,,,,,,,,,,,,Countertop Appliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Speed_Queen_D519127.jpg,,,,,,,,,Speed_Queen_D519127_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,No,Yes
